date,value,contributed,cash_in,return,nav,drawdown
2021-01-01,1000.00000000,1000.00000000,1000.00000000,0.00000000,1.00000000,0.00000000
2021-01-04,1004.56553373,1000.00000000,0.00000000,0.00456553,1.00456553,0.00000000
2021-01-05,1009.12214278,1000.00000000,0.00000000,0.00453590,1.00912214,0.00000000
2021-01-06,1013.63155894,1000.00000000,0.00000000,0.00446865,1.01363156,0.00000000
2021-01-07,1018.05558628,1000.00000000,0.00000000,0.00436453,1.01805559,0.00000000
2021-01-08,1022.35659745,1000.00000000,0.00000000,0.00422473,1.02235660,0.00000000
2021-01-11,1026.49807182,1000.00000000,0.00000000,0.00405091,1.02649807,0.00000000
2021-01-12,1030.44513516,1000.00000000,0.00000000,0.00384517,1.03044514,0.00000000
2021-01-13,1034.16513224,1000.00000000,0.00000000,0.00361009,1.03416513,0.00000000
2021-01-14,1037.62811849,1000.00000000,0.00000000,0.00334858,1.03762812,0.00000000
2021-01-15,1040.80735237,1000.00000000,0.00000000,0.00306394,1.04080735,0.00000000
2021-01-18,1043.67977924,1000.00000000,0.00000000,0.00275981,1.04367978,0.00000000
2021-01-19,1046.22640158,1000.00000000,0.00000000,0.00244004,1.04622640,0.00000000
2021-01-20,1048.43262299,1000.00000000,0.00000000,0.00210874,1.04843262,0.00000000
2021-01-21,1050.28853010,1000.00000000,0.00000000,0.00177017,1.05028853,0.00000000
2021-01-22,1051.78907301,1000.00000000,0.00000000,0.00142870,1.05178907,0.00000000
2021-01-25,1052.93416902,1000.00000000,0.00000000,0.00108871,1.05293417,0.00000000
2021-01-26,1053.72873264,1000.00000000,0.00000000,0.00075462,1.05372873,0.00000000
2021-01-27,1054.18261196,1000.00000000,0.00000000,0.00043074,1.05418261,0.00000000
2021-01-28,1054.31043244,1000.00000000,0.00000000,0.00012125,1.05431043,0.00000000
2021-01-29,1054.13136299,1000.00000000,0.00000000,-0.00016985,1.05413136,-0.00016985
2021-02-01,2053.66882194,2000.00000000,1000.00000000,-0.00043879,1.05366882,-0.00060856
2021-02-02,2052.27348198,2000.00000000,0.00000000,-0.00067944,1.05295292,-0.00128758
2021-02-03,2050.44403018,2000.00000000,0.00000000,-0.00089143,1.05201429,-0.00217786
2021-02-04,2048.24566177,2000.00000000,0.00000000,-0.00107214,1.05088638,-0.00324767
2021-02-05,2045.74839420,2000.00000000,0.00000000,-0.00121922,1.04960512,-0.00446293
2021-02-08,2043.02594284,2000.00000000,0.00000000,-0.00133079,1.04820832,-0.00578778
2021-02-09,2040.15473123,2000.00000000,0.00000000,-0.00140537,1.04673519,-0.00718502
2021-02-10,2037.21287490,2000.00000000,0.00000000,-0.00144198,1.04522583,-0.00861663
2021-02-11,2034.27904870,2000.00000000,0.00000000,-0.00144012,1.04372058,-0.01004434
2021-02-12,2031.43155181,2000.00000000,0.00000000,-0.00139976,1.04225962,-0.01143004
2021-02-15,2028.74732969,2000.00000000,0.00000000,-0.00132135,1.04088244,-0.01273628
2021-02-16,2026.30106204,2000.00000000,0.00000000,-0.00120580,1.03962734,-0.01392673
2021-02-17,2024.16428173,2000.00000000,0.00000000,-0.00105452,1.03853103,-0.01496656
2021-02-18,2022.40470991,2000.00000000,0.00000000,-0.00086928,1.03762825,-0.01582284
2021-02-19,2021.08539809,2000.00000000,0.00000000,-0.00065235,1.03695136,-0.01646486
2021-02-22,2020.26422565,2000.00000000,0.00000000,-0.00040630,1.03653004,-0.01686448
2021-02-23,2019.99328551,2000.00000000,0.00000000,-0.00013411,1.03639103,-0.01699632
2021-02-24,2020.31844331,2000.00000000,0.00000000,0.00016097,1.03655786,-0.01683809
2021-02-25,2021.27886225,2000.00000000,0.00000000,0.00047538,1.03705062,-0.01637072
2021-02-26,2022.90664734,2000.00000000,0.00000000,0.00080532,1.03788578,-0.01557857
2021-03-01,3025.22664851,3000.00000000,1000.00000000,0.00114687,1.03907609,-0.01444958
2021-03-02,3029.75166852,3000.00000000,0.00000000,0.00149576,1.04063030,-0.01297543
2021-03-03,3035.34977897,3000.00000000,0.00000000,0.00184771,1.04255309,-0.01115169
2021-03-04,3042.02347353,3000.00000000,0.00000000,0.00219866,1.04484531,-0.00897755
2021-03-05,3049.76345070,3000.00000000,0.00000000,0.00254435,1.04750376,-0.00645604
2021-03-08,3058.54851643,3000.00000000,0.00000000,0.00288057,1.05052117,-0.00359407
2021-03-09,3068.34575109,3000.00000000,0.00000000,0.00320323,1.05388623,-0.00040235
2021-03-10,3079.11060757,3000.00000000,0.00000000,0.00350836,1.05758364,0.00000000
2021-03-11,3090.78710166,3000.00000000,0.00000000,0.00379216,1.06159417,0.00000000
2021-03-12,3103.30830238,3000.00000000,0.00000000,0.00405114,1.06589484,0.00000000
2021-03-15,3116.59672402,3000.00000000,0.00000000,0.00428202,1.07045902,0.00000000
2021-03-16,3130.56484540,3000.00000000,0.00000000,0.00448185,1.07525666,0.00000000
2021-03-17,3145.11599223,3000.00000000,0.00000000,0.00464809,1.08025455,0.00000000
2021-03-18,3160.14500019,3000.00000000,0.00000000,0.00477852,1.08541657,0.00000000
2021-03-19,3175.53940342,3000.00000000,0.00000000,0.00487142,1.09070409,0.00000000
2021-03-22,3191.18029313,3000.00000000,0.00000000,0.00492543,1.09607627,0.00000000
2021-03-23,3206.94389855,3000.00000000,0.00000000,0.00493974,1.10149061,0.00000000
2021-03-24,3222.70264770,3000.00000000,0.00000000,0.00491395,1.10690327,0.00000000
2021-03-25,3238.32697822,3000.00000000,0.00000000,0.00484821,1.11226977,0.00000000
2021-03-26,3253.68669293,3000.00000000,0.00000000,0.00474310,1.11754538,0.00000000
2021-03-29,3268.65287425,3000.00000000,0.00000000,0.00459976,1.12268582,0.00000000
2021-03-30,3283.09945872,3000.00000000,0.00000000,0.00441974,1.12764780,0.00000000
2021-03-31,3296.90512874,3000.00000000,0.00000000,0.00420507,1.13238964,0.00000000
2021-04-01,4309.95504263,4000.00000000,1000.00000000,0.00395823,1.13687190,0.00000000
2021-04-02,4325.80263313,4000.00000000,0.00000000,0.00367697,1.14105214,0.00000000
2021-04-05,4340.40475153,4000.00000000,0.00000000,0.00337559,1.14490386,0.00000000
2021-04-06,4353.65053677,4000.00000000,0.00000000,0.00305174,1.14839781,0.00000000
2021-04-07,4365.44571046,4000.00000000,0.00000000,0.00270926,1.15150912,0.00000000
2021-04-08,4375.71407402,4000.00000000,0.00000000,0.00235219,1.15421769,0.00000000
2021-04-09,4384.39885611,4000.00000000,0.00000000,0.00198477,1.15650855,0.00000000
2021-04-12,4391.46359743,4000.00000000,0.00000000,0.00161134,1.15837207,0.00000000
2021-04-13,4396.89280944,4000.00000000,0.00000000,0.00123631,1.15980418,0.00000000
2021-04-14,4400.69210861,4000.00000000,0.00000000,0.00086409,1.16080635,0.00000000
2021-04-15,4402.88821840,4000.00000000,0.00000000,0.00049904,1.16138564,0.00000000
2021-04-16,4403.52838483,4000.00000000,0.00000000,0.00014540,1.16155450,0.00000000
2021-04-19,4402.67959803,4000.00000000,0.00000000,-0.00019275,1.16133061,-0.00019275
2021-04-20,4400.42743309,4000.00000000,0.00000000,-0.00051154,1.16073653,-0.00070420
2021-04-21,4396.87453071,4000.00000000,0.00000000,-0.00080740,1.15979936,-0.00151103
2021-04-22,4392.13909236,4000.00000000,0.00000000,-0.00107700,1.15855025,-0.00258640
2021-04-23,4386.35272529,4000.00000000,0.00000000,-0.00131744,1.15702393,-0.00390043
2021-04-26,4379.65854844,4000.00000000,0.00000000,-0.00152614,1.15525816,-0.00542062
2021-04-27,4372.20887229,4000.00000000,0.00000000,-0.00170097,1.15329309,-0.00711237
2021-04-28,4364.16313381,4000.00000000,0.00000000,-0.00184020,1.15117081,-0.00893948
2021-04-29,4355.68531261,4000.00000000,0.00000000,-0.00194260,1.14893454,-0.01086471
2021-04-30,4346.94197889,4000.00000000,0.00000000,-0.00200734,1.14662824,-0.01285024
2021-05-03,5338.09988928,5000.00000000,1000.00000000,-0.00203409,1.14429589,-0.01485820
2021-05-04,5327.31186813,5000.00000000,0.00000000,-0.00202095,1.14198333,-0.01684912
2021-05-05,5316.80263881,5000.00000000,0.00000000,-0.00197271,1.13973053,-0.01878859
2021-05-06,5306.76314475,5000.00000000,0.00000000,-0.00188826,1.13757842,-0.02064137
2021-05-07,5297.37502607,5000.00000000,0.00000000,-0.00176909,1.13556595,-0.02237394
2021-05-10,5288.80897243,5000.00000000,0.00000000,-0.00161704,1.13372970,-0.02395479
2021-05-11,5281.22278139,5000.00000000,0.00000000,-0.00143439,1.13210349,-0.02535482
2021-05-12,5274.75997719,5000.00000000,0.00000000,-0.00122373,1.13071810,-0.02654752
2021-05-13,5269.54837498,5000.00000000,0.00000000,-0.00098803,1.12960092,-0.02750932
2021-05-14,5265.69915224,5000.00000000,0.00000000,-0.00073047,1.12877579,-0.02821969
2021-05-17,5263.30565984,5000.00000000,0.00000000,-0.00045454,1.12826271,-0.02866141
2021-05-18,5262.44284252,5000.00000000,0.00000000,-0.00016393,1.12807775,-0.02882064
2021-05-19,5263.16653942,5000.00000000,0.00000000,0.00013752,1.12823289,-0.02868708
2021-05-20,5265.51300550,5000.00000000,0.00000000,0.00044583,1.12873588,-0.02825405
2021-05-21,5269.49861565,5000.00000000,0.00000000,0.00075693,1.12959025,-0.02751850
2021-05-24,5275.11969972,5000.00000000,0.00000000,0.00106672,1.13079521,-0.02648114
2021-05-25,5282.35250433,5000.00000000,0.00000000,0.00137112,1.13234566,-0.02514633
2021-05-26,5291.15336877,5000.00000000,0.00000000,0.00166609,1.13423225,-0.02352214
2021-05-27,5301.45880547,5000.00000000,0.00000000,0.00194767,1.13644137,-0.02162028
2021-05-28,5313.18617355,5000.00000000,0.00000000,0.00221210,1.13895529,-0.01945600
2021-05-31,5326.23414518,5000.00000000,0.00000000,0.00245577,1.14175230,-0.01704801
2021-06-01,6340.48351818,6000.00000000,1000.00000000,0.00267532,1.14480685,-0.01441830
2021-06-02,6358.63805405,6000.00000000,0.00000000,0.00286327,1.14808475,-0.01159631
2021-06-03,6377.87559815,6000.00000000,0.00000000,0.00302542,1.15155819,-0.00860598
2021-06-04,6397.99901682,6000.00000000,0.00000000,0.00315519,1.15519157,-0.00547794
